b158e0ed2b4f1492a7ce90e4a06062396d4b5ef2b0207f843c67bf8463a93f80	84916	black_cloth_raider_3203418b/VFX/frame-0.png
1910e8c0f642d7b182c64cc0f34d3b1feacc1e9dac3920f43e64998c593113e2	136569	black_cloth_raider_3203418b/VFX/frame-1.png
32a8088b2bc5b7e1aef6c890e702cc30ee42491a063044cf44237e07eb892eab	237415	black_cloth_raider_3203418b/VFX/frame-2.png
fde96e15166e948c8367ed4a06007219ffb561fda12ba5531e619f8fd54c1979	44388	black_cloth_raider_3203418b/VFX/frame-3.png
6702f11731c6867a886495e57cbb89af008316951bc7568b612eebeddb2f8890	371	black_cloth_raider_3203418b/VFX/transform-manifest.json
b46fe8d0cb0d4ad710d520e14697be9d12b59455aa51bd51d813f330f2702c23	1326273	black_cloth_raider_3e3d6984/BasicAttack/background-removed.png
68239c24b977060bbba58e0f4a07ee8db420bdec4d710dc04b49f96356376791	306345	black_cloth_raider_3e3d6984/BasicAttack/frame-0.png
62e93c011d0703f5d36023e23c10eba1fc555e8b768666795b392ab4afe1382a	282771	black_cloth_raider_3e3d6984/BasicAttack/frame-1.png
c7ac35d79c5e0481d73cf35fcf7532e0cb0b3352b2c34a1cb4829e9e93419764	318796	black_cloth_raider_3e3d6984/BasicAttack/frame-2.png
cd34d78ff4e4f469bd18038fbc47d9484fe5d96aa43b4d79b231044cd91e5ee0	278581	black_cloth_raider_3e3d6984/BasicAttack/frame-3.png
b86a2b04f795e120dc730e1c7f54e03abd16ea2319e9707d130de02a6f47b365	246	black_cloth_raider_3e3d6984/BasicAttack/frame-manifest.json
f0a7c773d3f7e55fd3a049ad6b81b7fe675e02de8e430b4a6980f72bd889db1d	1345578	black_cloth_raider_3e3d6984/BasicAttack/imagegen-source.png
6fd050f3e8e196cb55b6b760bc7c2f23722fb9b16f35aab84c9b65d0fe952618	2272007	black_cloth_raider_682d1f05/Move/background-removed.png
